Node Name,CTS Retry,ACK Retry,# Receiver Drops,# Pkts Receiver Drops,# Sent ACKs,# Pkts ACK Sent For,# Retransmissions,# Pkts Retransmitted,# Receptions,# Pkts Received,# Forwards,# Pkts Forwarded,drop_expiry,drop_q_mngmnt,drop_retry,drop_overflow,drop_no_route
Node0,14,55,0,0,0,0,69,71,0,0,1211,1220,0,0,3,0,0
Node1,8,39,54,55,1211,1222,47,60,1211,1220,1200,1218,0,0,6,0,0
Node2,7,38,39,53,1200,1219,45,61,1200,1218,1191,1216,0,0,6,0,0
Node3,6,21,34,50,1191,1221,27,36,1191,1216,1183,1213,0,0,9,0,0
Node4,4,22,21,29,1184,1216,26,40,1184,1215,1176,1211,0,0,6,0,0
Node5,4,7,20,35,1176,1214,11,19,1176,1211,1173,1209,0,0,6,0,0
Node6,0,9,10,18,1173,1209,9,16,1173,1209,1170,1207,0,0,6,0,0
Node7,0,8,9,17,1172,1209,8,15,1172,1209,1167,1205,0,0,6,0,0
Node8,0,0,8,16,1168,1206,0,0,1168,1206,0,0,0,0,0,0,0
Node9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node11,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node12,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node13,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node14,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node15,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node16,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node17,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
