Node Name,CTS Retry,ACK Retry,# Receiver Drops,# Pkts Receiver Drops,# Sent ACKs,# Pkts ACK Sent For,# Retransmissions,# Pkts Retransmitted,# Receptions,# Pkts Received,# Forwards,# Pkts Forwarded,drop_expiry,drop_q_mngmnt,drop_retry,drop_overflow,drop_no_route
Node0,5287,24329,129,129,0,0,29616,45616,0,0,723,1145,22283,0,67,0,0
Node1,2809,4748,1612,2992,32340,44577,7557,12646,32340,43134,427,788,18279,0,48,0,0
Node2,540,2272,2529,3178,5850,10400,2812,4289,5850,8931,308,665,5212,0,34,0,0
Node3,190,2377,1538,1977,3223,5328,2567,3582,3223,4568,67,140,3105,0,17,0,0
Node4,98,1375,1385,1663,2632,3653,1473,1919,2632,3407,0,0,1710,0,33,0,0
Node5,54,987,661,816,1632,1980,1041,1251,1632,1911,15,42,897,0,40,0,0
Node6,41,1004,163,185,1495,1717,1045,1371,1495,1695,0,0,634,0,78,0,0
Node7,40,911,109,144,1386,1686,951,1237,1386,1651,0,0,478,0,66,0,0
Node8,0,0,19,34,1254,1554,0,0,1254,1522,0,0,0,0,0,0,0
Node9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node11,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node12,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node13,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node14,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node15,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node16,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node17,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
