Node Name,CTS Retry,ACK Retry,# Receiver Drops,# Pkts Receiver Drops,# Sent ACKs,# Pkts ACK Sent For,# Retransmissions,# Pkts Retransmitted,# Receptions,# Pkts Received,# Forwards,# Pkts Forwarded,drop_expiry,drop_q_mngmnt,drop_retry,drop_overflow,drop_no_route
Node0,5,24,0,0,0,0,29,30,0,0,1215,1220,0,0,3,0,0
Node1,5,21,25,26,1215,1220,26,33,1215,1220,1208,1218,0,0,6,0,0
Node2,5,21,22,30,1208,1218,26,43,1208,1218,1200,1215,0,0,9,0,0
Node3,5,14,21,38,1200,1215,19,35,1200,1215,1193,1212,0,0,9,0,0
Node4,9,8,16,30,1193,1212,17,34,1193,1212,1184,1209,0,0,9,0,0
Node5,1,8,8,22,1186,1213,9,25,1186,1213,1178,1206,0,0,9,0,0
Node6,0,8,8,24,1179,1209,8,22,1179,1209,1174,1203,0,0,9,0,0
Node7,0,8,9,25,1174,1204,8,24,1174,1203,1166,1200,0,0,9,0,0
Node8,0,0,8,24,1167,1203,0,0,1167,1203,0,0,0,0,0,0,0
Node9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node11,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node12,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node13,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node14,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node15,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node16,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node17,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
