Node Name,CTS Retry,ACK Retry,# Receiver Drops,# Pkts Receiver Drops,# Sent ACKs,# Pkts ACK Sent For,# Retransmissions,# Pkts Retransmitted,# Receptions,# Pkts Received,# Forwards,# Pkts Forwarded,drop_expiry,drop_q_mngmnt,drop_retry,drop_overflow,drop_no_route
Node0,51,3461,13,13,0,0,3512,4482,0,0,44,47,1964,0,92,0,0
Node1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node2,46,67,66,100,4119,5262,113,182,4119,5223,38,44,2148,0,32,0,0
Node3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node4,9,103,26,43,98,134,112,189,98,132,33,41,0,0,54,0,0
Node5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node6,12,107,32,51,121,179,119,189,121,164,26,38,0,0,54,0,0
Node7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node8,0,0,11,28,138,202,0,0,138,195,0,0,0,0,0,0,0
Node9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node11,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node12,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node13,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node14,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node15,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node16,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node17,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node18,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
