Node Name,CTS Retry,ACK Retry,# Receiver Drops,# Pkts Receiver Drops,# Sent ACKs,# Pkts ACK Sent For,# Retransmissions,# Pkts Retransmitted,# Receptions,# Pkts Received,# Forwards,# Pkts Forwarded,drop_expiry,drop_q_mngmnt,drop_retry,drop_overflow,drop_no_route
Node0,1118,6567,45,45,0,0,7685,13017,0,0,13433,24184,0,0,217,0,0
Node1,1059,4600,5287,9549,13478,25536,5659,9485,13478,24230,13098,23425,755,0,10,0,0
Node2,677,2480,3080,5801,13102,24789,3157,4866,13102,23430,12395,21950,1473,0,2,0,0
Node3,269,1604,1961,3045,12398,23006,1873,2728,12398,21953,9870,16221,5726,0,3,0,0
Node4,134,950,1377,1857,10437,17673,1084,1473,10437,17196,7486,11030,5701,0,2,0,0
Node5,43,209,734,958,8034,11965,252,312,8034,11826,5945,7778,3612,0,2,0,0
Node6,2,95,112,120,6189,8095,97,109,6189,8093,4724,5716,2158,0,2,0,0
Node7,1,24,28,36,4824,5826,25,34,4824,5826,3660,4285,1450,0,2,0,0
Node8,0,0,8,16,3679,4305,0,0,3679,4305,0,0,0,0,0,0,0
Node9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node11,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node12,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node13,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node14,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node15,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node16,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node17,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
