Node Name,CTS Retry,ACK Retry,# Receiver Drops,# Pkts Receiver Drops,# Sent ACKs,# Pkts ACK Sent For,# Retransmissions,# Pkts Retransmitted,# Receptions,# Pkts Received,# Forwards,# Pkts Forwarded,drop_expiry,drop_q_mngmnt,drop_retry,drop_overflow,drop_no_route
Node0,509,3000,37,37,0,0,3509,5330,0,0,63,72,2918,0,288,0,0
Node1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node2,514,786,372,672,3519,4566,1300,2389,3519,4340,52,69,2838,0,142,0,0
Node3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node4,98,658,228,274,883,1606,756,1259,883,1458,39,65,1104,0,84,0,0
Node5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node6,87,628,251,308,663,1131,715,1225,663,1029,29,62,438,0,210,0,0
Node7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node8,0,0,80,123,732,1252,0,0,732,1145,0,0,0,0,0,0,0
Node9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node11,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node12,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node13,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node14,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node15,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node16,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node17,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node18,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
