Node Name,CTS Retry,ACK Retry,# Receiver Drops,# Pkts Receiver Drops,# Sent ACKs,# Pkts ACK Sent For,# Retransmissions,# Pkts Retransmitted,# Receptions,# Pkts Received,# Forwards,# Pkts Forwarded,drop_expiry,drop_q_mngmnt,drop_retry,drop_overflow,drop_no_route
Node0,3,98,0,0,0,0,101,162,0,0,1153,1211,0,0,40,0,0
Node1,253,750,13,13,1155,1213,1003,1047,1155,1213,85,242,3744,0,132,0,0
Node2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node3,199,287,131,167,838,995,486,682,838,995,117,311,492,0,124,0,0
Node4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node5,158,539,142,208,260,474,697,736,260,454,68,189,676,0,92,0,0
Node6,80,429,75,79,620,742,509,511,620,741,50,142,688,0,88,0,0
Node7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node8,0,0,96,99,524,616,0,0,524,616,0,0,0,0,0,0,0
Node9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node11,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node12,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node13,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node14,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node15,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node16,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node17,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
