Node Name,CTS Retry,ACK Retry,# Receiver Drops,# Pkts Receiver Drops,# Sent ACKs,# Pkts ACK Sent For,# Retransmissions,# Pkts Retransmitted,# Receptions,# Pkts Received,# Forwards,# Pkts Forwarded,drop_expiry,drop_q_mngmnt,drop_retry,drop_overflow,drop_no_route
Node0,5,7,0,0,0,0,12,12,0,0,608,609,0,0,3,0,0
Node1,3,7,8,8,608,609,10,17,608,609,606,607,0,0,6,0,0
Node2,0,10,8,16,606,607,10,17,606,607,604,605,0,0,6,0,0
Node3,2,9,11,19,604,605,11,18,604,605,601,603,0,0,6,0,0
Node4,5,12,10,18,601,603,17,24,601,603,598,601,0,0,6,0,0
Node5,1,7,13,21,598,601,8,15,598,601,595,599,0,0,6,0,0
Node6,0,7,8,16,595,599,7,14,595,599,592,597,0,0,6,0,0
Node7,0,7,8,16,592,597,7,14,592,597,589,595,0,0,6,0,0
Node8,0,0,8,16,589,595,0,0,589,595,0,0,0,0,0,0,0
Node9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node11,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node12,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node13,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node14,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node15,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node16,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node17,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
