Node Name,CTS Retry,ACK Retry,# Receiver Drops,# Pkts Receiver Drops,# Sent ACKs,# Pkts ACK Sent For,# Retransmissions,# Pkts Retransmitted,# Receptions,# Pkts Received,# Forwards,# Pkts Forwarded,drop_expiry,drop_q_mngmnt,drop_retry,drop_overflow,drop_no_route
Node0,65,4035,5,5,0,0,4100,5417,0,0,43,47,1374,0,48,0,0
Node1,22,62,69,97,4494,5981,84,131,4494,5963,35,44,2296,0,20,0,0
Node2,18,65,41,53,71,102,83,134,71,92,29,41,0,0,36,0,0
Node3,10,68,17,36,86,125,78,129,86,117,25,38,0,0,36,0,0
Node4,15,63,42,73,62,95,78,107,62,88,18,35,0,0,30,0,0
Node5,0,23,18,33,74,102,23,39,74,100,21,42,0,0,10,0,0
Node6,6,183,15,31,34,57,189,308,34,57,0,0,0,0,88,0,0
Node7,6,36,14,30,190,303,42,63,190,303,11,32,0,0,18,0,0
Node8,0,0,9,17,44,76,0,0,44,75,0,0,0,0,0,0,0
Node9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node11,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node12,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node13,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node14,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node15,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node16,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node17,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
